Ok	Om	OL	apara	apara_err	aperp	aperp_err	chi2
0.0	0.31	0.69	0.9256445	0.03576646	1.046221	0.02934596	87.51011
-0.15000000000000002	0.31	0.84	0.8966486	0.03241853	1.003036	0.02772108	99.48725
-0.10000000000000009	0.31	0.79	0.9078774	0.03585476	1.018727	0.03339542	97.45966
0.04999999999999993	0.31	0.64	0.9455816	0.03238588	1.047449	0.0263223	100.4206
0.09999999999999998	0.31	0.59	0.9629232	0.03246819	1.054368	0.02571838	111.4418
-0.050000000000000044	0.31	0.74	0.9159494	0.03463012	1.033922	0.03040416	95.29909
-0.20000000000000007	0.31	0.89	0.8914411	0.03188494	0.9942164	0.02445022	107.4568
0.1499999999999999	0.31	0.54	0.9746718	0.03296814	1.06107	0.02598725	98.66993
