 Ok    Om      OL      apara   apara_err     aperp   aperp_err     DMrs    DHrs    chi2
-0.20	0.51	0.69 1.028899e+00 3.998988e-02 1.107651e+00 3.032363e-02 16.5963933960123242 18.568565 9.158522e+01
-0.15	0.46	0.69 1.003580e+00 3.776920e-02 1.084146e+00 2.643073e-02 16.7916000893379973 18.937175 8.828786e+01
-0.10	0.41	0.69 9.885539e-01 3.455988e-02 1.064445e+00 2.572226e-02 16.9953950478479747 19.328646 9.519871e+01
-0.05	0.36	0.69 9.662493e-01 3.374759e-02 1.054521e+00 2.481434e-02 17.2084920681661089 19.745444 1.034664e+02
0.00	0.31	0.69 9.215197e-01 3.517642e-02 1.050940e+00 3.003732e-02 17.4316960203009259 20.190423 9.066771e+01
0.05	0.26	0.69 9.045927e-01 3.459606e-02 1.030305e+00 3.537800e-02 17.6714111038355384 20.673333 8.734248e+01
0.10	0.21	0.69 8.920758e-01 3.530788e-02 9.976007e-01 2.628039e-02 17.9177688506736352 21.185387 1.118286e+02
0.15	0.16	0.69 8.550367e-01 3.309153e-02 9.953346e-01 2.542595e-02 18.1773799773880214 21.737477 1.069370e+02
0.20	0.11	0.69 8.257080e-01 3.358109e-02 9.943308e-01 3.129111e-02 18.4516189140206635 22.335108 1.136833e+02
