Ok	Om	OL	apara	apara_err	aperp	aperp_err	chi2
-0.20000000000000007	0.31	0.89	0.8907603	0.03136757	0.9941803	0.02407839	108.2599
-0.050000000000000044	0.31	0.74	0.9089946	0.06367273	1.032183	0.03173187	95.95216
-0.15000000000000002	0.31	0.84	0.896647	0.03359468	1.003048	0.0286497	99.04449
0.1499999999999999	0.31	0.54	0.9743394	0.03263216	1.059805	0.02493876	97.40927
0.0	0.31	0.69	0.9249821	0.03500133	1.047288	0.02990376	87.39002
0.09999999999999998	0.31	0.59	0.9635874	0.03256119	1.05101	0.02430545	111.0454
0.04999999999999993	0.31	0.64	0.9436391	0.03269592	1.048508	0.02733541	99.69
-0.10000000000000009	0.31	0.79	0.9097612	0.03381821	1.014056	0.02941374	98.5686
0.19999999999999996	0.31	0.49	0.9783799	0.033596	1.075321	0.02823162	93.80546
