    2       1.106428579617e-10       4.609249519861e-15       4.023996439094e-13       0.000000000000e+00       8.880010238193e-09       2.754664291187e-10      -1.893239302561e-12 
    3       1.082096659813e-10       8.609873265949e-15       5.095829222934e-13       0.000000000000e+00       5.681995921646e-09       2.079960133870e-10      -1.734500633425e-12 
    4       1.046324723525e-10       1.121453254719e-14       5.407023002121e-13       0.000000000000e+00       4.020162523789e-09       1.635396352846e-10      -1.463066919928e-12 
    5       1.014853128735e-10       1.172016253137e-14       5.235192861737e-13       0.000000000000e+00       3.035105089609e-09       1.328347491572e-10      -1.169424080479e-12 
    6       9.910880889560e-11       1.037707323789e-14       4.786949935357e-13       0.000000000000e+00       2.393030248800e-09       1.105507489773e-10      -8.842478888830e-13 
    7       9.744808581880e-11       7.996311756006e-15       4.212903261107e-13       0.000000000000e+00       1.945395831163e-09       9.367649354052e-11      -6.255219458376e-13 
    8       9.638947808576e-11       5.460405448743e-15       3.609761121014e-13       0.000000000000e+00       1.617956745859e-09       8.052376929983e-11      -4.035520252529e-13 
    9       9.589025056205e-11       3.397899920916e-15       3.038095623627e-13       0.000000000000e+00       1.370280247356e-09       7.007616707385e-11      -2.236519635245e-13 
   10       9.577503935793e-11       2.065304348732e-15       2.535399373795e-13       0.000000000000e+00       1.178218057956e-09       6.161032626490e-11      -8.716225608760e-14 
   11       9.600905141583e-11       1.403096713186e-15       2.123581389092e-13       0.000000000000e+00       9.672773411399e-10       5.438101443288e-11       7.148001159809e-15 
   12       9.652404734717e-11       1.181624121578e-15       1.812486490977e-13       0.000000000000e+00       8.479103213196e-10       4.829785372188e-11       6.493480184936e-14 
   13       9.723812542295e-11       1.150937706049e-15       1.602917378201e-13       0.000000000000e+00       7.497278724965e-10       4.333473237849e-11       9.238196797324e-14 
   14       9.810330512221e-11       1.138151615510e-15       1.488085955985e-13       0.000000000000e+00       6.678859640444e-10       3.922869306473e-11       9.602082415532e-14 
   15       9.914511906658e-11       1.076011032346e-15       1.454035934989e-13       0.000000000000e+00       5.988696885204e-10       3.569032443220e-11       8.272630177632e-14 
   16       1.002310426650e-10       9.785050026838e-16       1.483295147179e-13       0.000000000000e+00       5.400752814938e-10       3.253680444574e-11       5.910927773963e-14 
   17       1.014234939391e-10       8.938953427215e-16       1.557491473017e-13       0.000000000000e+00       4.895408021036e-10       2.979254320111e-11       3.112061903057e-14 
   18       1.026881865722e-10       8.650625145752e-16       1.657258026140e-13       0.000000000000e+00       4.455851243999e-10       2.743675663596e-11       3.559450401903e-15 
   19       1.040170400520e-10       8.992836616404e-16       1.769356095893e-13       0.000000000000e+00       4.075643388257e-10       2.540884959026e-11      -2.054675820668e-14 
   20       1.053800896887e-10       9.859644711689e-16       1.879995282859e-13       0.000000000000e+00       3.740083749215e-10       2.358528487624e-11      -3.873015161395e-14 
   21       1.067872261583e-10       1.101468878434e-15       1.982445038657e-13       0.000000000000e+00       3.444066208716e-10       2.192742857690e-11      -5.015075869258e-14 
   22       1.082340060604e-10       1.216347379344e-15       2.072324932193e-13       0.000000000000e+00       3.180744155994e-10       2.040445735914e-11      -5.492935341181e-14 
   23       1.097193344177e-10       1.325179437005e-15       2.148625504654e-13       0.000000000000e+00       2.946608956924e-10       1.903248550171e-11      -5.379459344634e-14 
   24       1.112248622004e-10       1.432891590445e-15       2.212092418464e-13       0.000000000000e+00       2.736326398834e-10       1.782179942080e-11      -4.809179973245e-14 
   25       1.127497264790e-10       1.554328555460e-15       2.265059882384e-13       0.000000000000e+00       2.547500123889e-10       1.674213063239e-11      -3.935078497217e-14 
   26       1.142859228981e-10       1.707825275225e-15       2.310925065131e-13       0.000000000000e+00       2.376795733623e-10       1.574237412105e-11      -2.940222925363e-14 
   27       1.158343880481e-10       1.901196334146e-15       2.352883084120e-13       0.000000000000e+00       2.222239557046e-10       1.481783537484e-11      -1.966143563740e-14 
   28       1.173908313508e-10       2.137737569152e-15       2.394113189186e-13       0.000000000000e+00       2.081241470818e-10       1.397142666298e-11      -1.143032778384e-14 
   29       1.189621555753e-10       2.414794245087e-15       2.436060038413e-13       0.000000000000e+00       1.953124017057e-10       1.320178121184e-11      -5.288631655312e-15 
   30       1.205483632700e-10       2.726119167719e-15       2.479628250581e-13       0.000000000000e+00       1.836548099180e-10       1.249831772385e-11      -1.586011273943e-15 
   31       1.221405050698e-10       3.064861944874e-15       2.525206981662e-13       0.000000000000e+00       1.729180053841e-10       1.184449818685e-11      -5.316792222596e-16 
   32       1.237420572853e-10       3.430895800036e-15       2.571032193103e-13       0.000000000000e+00       1.630497993206e-10       1.123788614081e-11      -1.797198207240e-15 
   33       1.253532622640e-10       3.826171948599e-15       2.614107145908e-13       0.000000000000e+00       1.539836658056e-10       1.067640686141e-11      -4.737449274370e-15 
   34       1.269688141395e-10       4.252269948081e-15       2.650917246201e-13       0.000000000000e+00       1.455964334377e-10       1.015481307904e-11      -8.568773318263e-15 
   35       1.285931843150e-10       4.708417513223e-15       2.678695772485e-13       0.000000000000e+00       1.378473892458e-10       9.672373961601e-12      -1.269718995529e-14 
   36       1.302292013391e-10       5.192728940293e-15       2.694525377027e-13       0.000000000000e+00       1.306763967640e-10       9.227208073295e-12      -1.648519450067e-14 
   37       1.318759209569e-10       5.703310413850e-15       2.695501970488e-13       0.000000000000e+00       1.239924803661e-10       8.815106406847e-12      -1.929512071745e-14 
   38       1.335377156002e-10       6.240410795209e-15       2.680562063362e-13       0.000000000000e+00       1.177799409401e-10       8.433595211894e-12      -2.096638746419e-14 
