    2       1.233165650327e-10       5.612962226624e-15       4.126999203142e-13       2.473682608220e-19       8.307076385758e-09       3.808842764542e-10      -2.081088616018e-12 
    3       1.181232281012e-10       9.829275202663e-15       5.202128468376e-13       4.949484265291e-19       5.187478663009e-09       2.758411078239e-10      -1.857135785931e-12 
    4       1.123867738421e-10       1.190596838186e-14       5.424842011429e-13       8.253775351291e-19       3.628126243088e-09       2.120157856860e-10      -1.511261342519e-12 
    5       1.077172403072e-10       1.147117454296e-14       5.136929254327e-13       1.238917790357e-18       2.717252126673e-09       1.695311467273e-10      -1.151730044616e-12 
    6       1.042757173301e-10       9.267547857907e-15       4.578957241407e-13       1.735880118285e-18       2.127467952541e-09       1.393732237320e-10      -8.163693793425e-13 
    7       1.018668248645e-10       6.454360784362e-15       3.920324578166e-13       2.316613935048e-18       1.720586923694e-09       1.169211873489e-10      -5.256876237170e-13 
    8       1.002811060036e-10       3.986012973593e-15       3.264664684445e-13       2.981495802597e-18       1.426164540858e-09       9.963440362931e-11      -2.899057196911e-13 
    9       9.942443219988e-11       2.329310017075e-15       2.672593971529e-13       3.730917418221e-18       1.204484100451e-09       8.601766202543e-11      -1.123059965303e-13 
   10       9.906900719665e-11       1.485904234454e-15       2.179745179072e-13       4.565273408301e-18       1.032370066226e-09       7.509145046322e-11       9.237738813418e-15 
   11       9.913282321801e-11       1.189535521230e-15       1.804445795673e-13       5.484949402413e-18       8.632244680143e-10       6.620254325592e-11       8.021487082242e-14 
   12       9.952668987467e-11       1.128170328366e-15       1.549624170145e-13       6.490310850339e-18       7.554919832035e-10       5.873017927054e-11       1.111296910656e-13 
   13       1.001805380578e-10       1.089210230171e-15       1.406116363502e-13       7.581693012205e-18       6.669471170588e-10       5.239205896777e-11       1.111141912454e-13 
   14       1.010271330779e-10       9.983385826687e-16       1.355853851323e-13       8.759392502308e-18       5.931966944336e-10       4.716152172592e-11       9.081016985038e-14 
   15       1.020392894488e-10       8.799170101398e-16       1.376303506957e-13       1.002366070207e-17       5.310584112826e-10       4.273454859713e-11       5.940238067659e-14 
   16       1.031600990100e-10       7.898828280846e-16       1.444736849656e-13       1.137469927983e-17       4.781722001417e-10       3.888586957121e-11       2.465461298022e-14 
   17       1.044254997482e-10       7.643035710679e-16       1.539263535867e-13       1.281265796768e-17       4.327557970017e-10       3.551103435980e-11      -7.483515361620e-15 
   18       1.057544406292e-10       8.014075883391e-16       1.640640820426e-13       1.433763354957e-17       3.932926952258e-10       3.259181330078e-11      -3.284309121357e-14 
   19       1.071537131155e-10       8.766901324297e-16       1.738866038767e-13       1.594967774207e-17       3.591778016752e-10       3.006093490747e-11      -4.962701574709e-14 
   20       1.086224648729e-10       9.562648690096e-16       1.825769853783e-13       1.764878964692e-17       3.291000518022e-10       2.776498767059e-11      -5.735121159388e-14 
   21       1.101568586063e-10       1.029957840756e-15       1.898903097079e-13       1.943493835094e-17       3.025945657415e-10       2.570229492143e-11      -5.694154220803e-14 
   22       1.117259473804e-10       1.098159455908e-15       1.958539594303e-13       2.130805393036e-17       2.790363360377e-10       2.388344896123e-11      -5.045782425597e-14 
   23       1.133392969821e-10       1.176506067937e-15       2.007803764612e-13       2.326805441995e-17       2.581070074258e-10       2.226487366872e-11      -4.011895514276e-14 
   24       1.149984056279e-10       1.286039566997e-15       2.051399134710e-13       2.531483677216e-17       2.393276072231e-10       2.076875917937e-11      -2.853772533192e-14 
   25       1.166947274855e-10       1.434848743894e-15       2.093115884602e-13       2.744830842309e-17       2.224812670480e-10       1.938766044155e-11      -1.751297685103e-14 
   26       1.184049574526e-10       1.625111460935e-15       2.136581600774e-13       2.966837621868e-17       2.072670949462e-10       1.812555779339e-11      -8.630861167834e-15 
   27       1.201338198143e-10       1.851268149944e-15       2.183890772773e-13       3.197497414919e-17       1.935054609087e-10       1.698694585537e-11      -2.690150140969e-15 
   28       1.218856941588e-10       2.105086225073e-15       2.236150914826e-13       3.436805628918e-17       1.809618759915e-10       1.596724017052e-11      -9.061760462516e-17 
   29       1.236666537039e-10       2.385141827727e-15       2.292030186609e-13       3.684762907363e-17       1.695742828457e-10       1.505736100214e-11      -5.332654700423e-16 
   30       1.254718094287e-10       2.691790371346e-15       2.348759526769e-13       3.941373307225e-17       1.592224571473e-10       1.423528348368e-11      -3.293554645587e-15 
   31       1.272873430726e-10       3.024978848043e-15       2.402789246858e-13       4.206644298432e-17       1.496976905777e-10       1.347120056212e-11      -7.432551634826e-15 
   32       1.291184912754e-10       3.383932807046e-15       2.450741867976e-13       4.480588988472e-17       1.409522714058e-10       1.275996903320e-11      -1.217239165987e-14 
   33       1.309697695985e-10       3.767288092313e-15       2.488697180489e-13       4.763225482516e-17       1.329257011632e-10       1.209934137608e-11      -1.663010215345e-14 
   34       1.328400286060e-10       4.173573684381e-15       2.512622067207e-13       5.054576323617e-17       1.255072000724e-10       1.148324384480e-11      -1.989652319815e-14 
   35       1.347343839866e-10       4.602746080228e-15       2.520938204515e-13       5.354666945065e-17       1.186597195885e-10       1.090978618552e-11      -2.170221948299e-14 
   36       1.366549731916e-10       5.055180362389e-15       2.512839087084e-13       5.663527387300e-17       1.123291817474e-10       1.037526436790e-11      -2.198202057016e-14 
   37       1.385991130321e-10       5.531660223531e-15       2.487836338688e-13       5.981190953491e-17       1.064342085613e-10       9.873842309501e-12      -2.076046963587e-14 
   38       1.405664518535e-10       6.034715891326e-15       2.446487828730e-13       6.307686807448e-17       1.009602678461e-10       9.405088425991e-12      -1.834930787962e-14 
