       9.722938743289e-06       2.836522417181e+01 
       2.201817996933e-05       6.267804984045e+01 
       3.435221159372e-05       9.649046929256e+01 
       4.675526212506e-05       1.301159965440e+02 
       5.925801104432e-05       1.637352981137e+02 
       7.189183813646e-05       1.974854288430e+02 
       8.468908005434e-05       2.314846028300e+02 
       9.768329724832e-05       2.658423089380e+02 
       1.109095544192e-04       3.006644680608e+02 
       1.244047176817e-04       3.360565544462e+02 
       1.382077716417e-04       3.721257469426e+02 
       1.523601595736e-04       4.089826020765e+02 
       1.669061498013e-04       4.467424681454e+02 
       1.818932312012e-04       4.855267742893e+02 
       1.973725403971e-04       5.254642595969e+02 
       2.133993226418e-04       5.666921824340e+02 
       2.300334274755e-04       6.093575342678e+02 
       2.473398389020e-04       6.536182651699e+02 
       2.653892378744e-04       6.996445196541e+02 
       2.842585921499e-04       7.476198692212e+02 
       3.040317648288e-04       7.977425162238e+02 
       3.248001278983e-04       8.502264235042e+02 
       3.466631605886e-04       9.053023171706e+02 
       3.697290040793e-04       9.632184748631e+02 
       3.941149339282e-04       1.024241195349e+03 
       4.199476995407e-04       1.088654814508e+03 
       4.473636664193e-04       1.156761095723e+03 
       4.765086826628e-04       1.228877805403e+03 
       5.075375778121e-04       1.305336248282e+03 
       5.406131921728e-04       1.386477529740e+03 
       5.759048317775e-04       1.472647326343e+03 
       6.135860527924e-04       1.564188983016e+03 
       6.538317045322e-04       1.661434855360e+03 
       6.968142069563e-04       1.764695932772e+03 
       7.426991089827e-04       1.874250006592e+03 
       7.916400661869e-04       1.990328857493e+03 
       8.437734819778e-04       2.113105198114e+03 
       8.992131591724e-04       2.242680308022e+03 
       9.580453869017e-04       2.379073535645e+03 
       1.020324917127e-03       2.522214653225e+03 
       1.086072247414e-03       2.671940141931e+03 
       1.155272516895e-03       2.827993943371e+03 
       1.227876153486e-03       2.990032853495e+03 
       1.303801212367e-03       3.157628430866e+03 
       1.382937157624e-03       3.330292820039e+03 
       1.465149697397e-03       3.507502058277e+03 
       1.550286211099e-03       3.688690700340e+03 
       1.638181309781e-03       3.873277465395e+03 
       1.728662134441e-03       4.060680126322e+03 
       1.821553098723e-03       4.250328216614e+03 
       1.916679896507e-03       4.441672923940e+03 
       2.013872700533e-03       4.634194787775e+03 
       2.112968562544e-03       4.827408991713e+03 
       2.213813083663e-03       5.020868240548e+03 
       2.316261456893e-03       5.214165071040e+03 
       2.420178996584e-03       5.406931305859e+03 
       2.525441268089e-03       5.598836321812e+03 
       2.631933920361e-03       5.789588612995e+03 
       2.739552309276e-03       5.978928749010e+03 
       2.848200983206e-03       6.166630913877e+03 
       2.957793086862e-03       6.352497143244e+03 
       3.068249725630e-03       6.536356366222e+03 
       3.179499321146e-03       6.718060890467e+03 
       3.291476979515e-03       6.897485078923e+03 
       3.404123886442e-03       7.074520510257e+03 
       3.517386738010e-03       7.249077138411e+03 
       3.631217211913e-03       7.421079419846e+03 
       3.745571481044e-03       7.590462753091e+03 
       3.860409769400e-03       7.757176720819e+03 
       3.975695948938e-03       7.921180392813e+03 
       4.091397175229e-03       8.082442143822e+03 
       4.207483559243e-03       8.240937729167e+03 
       4.323927872442e-03       8.396650602628e+03 
       4.440705282256e-03       8.549570140083e+03 
       4.557793115121e-03       8.699692094327e+03 
       4.675170644360e-03       8.847016648167e+03 
       4.792818900398e-03       8.991548451395e+03 
       4.910720500973e-03       9.133295363713e+03 
       5.028859499217e-03       9.272263893456e+03 
       5.147221247683e-03       9.408478494832e+03 
       5.265792276583e-03       9.541949637334e+03 
       5.384560184681e-03       9.672698271012e+03 
       5.503513541459e-03       9.800733846338e+03 
       5.622641799308e-03       9.926091805941e+03 
       5.741935214651e-03       1.004878895447e+04 
       5.861384777021e-03       1.016884911824e+04 
       5.980982145228e-03       1.028629652272e+04 
       6.100719589833e-03       1.040115806140e+04 
       6.220589941273e-03       1.051345942091e+04 
       6.340586543008e-03       1.062322085181e+04 
       6.460703209168e-03       1.073047807492e+04 
       6.580934186230e-03       1.083525564157e+04 
       6.701274118284e-03       1.093758378152e+04 
       6.821718015540e-03       1.103748997790e+04 
       6.942261225721e-03       1.113499623274e+04 
       7.062899408066e-03       1.123014875345e+04 
       7.183628509660e-03       1.132295933969e+04 
       7.304444743885e-03       1.141346657670e+04 
       7.425344570752e-03       1.150168612316e+04 
       7.546324678951e-03       1.158766425772e+04 
       7.667381969449e-03       1.167141992105e+04 
       7.788513540477e-03       1.175298137716e+04 
       7.909716673790e-03       1.183237559137e+04 
       8.030988822059e-03       1.190963440899e+04 
       8.152327597322e-03       1.198478285638e+04 
       8.273730760353e-03       1.205784943688e+04 
       8.395196210914e-03       1.212886352211e+04 
       8.516721978765e-03       1.219784293183e+04 
       8.638306215401e-03       1.226482286061e+04 
       8.759947186427e-03       1.232982588291e+04 
       8.881643264527e-03       1.239288238160e+04 
       9.003392922977e-03       1.245401110352e+04 
       9.125194729647e-03       1.251324505664e+04 
       9.247047341460e-03       1.257060346450e+04 
       9.368949499262e-03       1.262611109805e+04 
       9.490900023075e-03       1.267979516534e+04 
       9.612897807699e-03       1.273168655893e+04 
       9.734941818635e-03       1.278179537394e+04 
       9.857031088303e-03       1.283014863870e+04 
       9.979164712533e-03       1.287677742886e+04 
       1.010134184731e-02       1.292169307516e+04 
       1.022356170573e-02       1.296493050465e+04 
       1.034582355522e-02       1.300650289974e+04 
       1.046812671489e-02       1.304643555063e+04 
       1.059047055311e-02       1.308474940528e+04 
       1.071285448527e-02       1.312146772524e+04 
       1.083527797162e-02       1.315661377336e+04 
