    2       1.109933355972e-10       7.099981378087e-15       4.953424311730e-13       2.365265593919e-19       8.904178606529e-09       2.789557401786e-10      -2.398740028450e-12 
    3       1.079858528156e-10       1.124195495601e-14       5.816423282656e-13       4.732615528113e-19       5.656253260004e-09       2.100483595938e-10      -2.033452133802e-12 
    4       1.040424036593e-10       1.231231179759e-14       5.765660478940e-13       7.892251354856e-19       3.980994857619e-09       1.646663731737e-10      -1.565656108227e-12 
    5       1.007561199571e-10       1.062347604801e-14       5.225516360960e-13       1.184675163022e-18       2.995417278392e-09       1.332531272756e-10      -1.113480435112e-12 
    6       9.843069747264e-11       7.594707224173e-15       4.460382307474e-13       1.659917350650e-18       2.355496864599e-09       1.104139316559e-10      -7.183422602400e-13 
    7       9.694913436811e-11       4.654317247995e-15       3.648829874393e-13       2.215295167843e-18       1.909921114225e-09       9.312449710069e-11      -3.999759982504e-13 
    8       9.614959409489e-11       2.590374338634e-15       2.898395110406e-13       2.851178624999e-18       1.584425414183e-09       7.969718371122e-11      -1.641981776496e-13 
    9       9.594565680066e-11       1.502432074114e-15       2.269950977260e-13       3.567952387872e-18       1.338935405545e-09       6.911163992771e-11      -7.622152656603e-15 
   10       9.613974387033e-11       1.084548335415e-15       1.792454288302e-13       4.366003679700e-18       1.149271504062e-09       6.060910227916e-11       7.968702633404e-14 
   11       9.667281194155e-11       9.593970791195e-16       1.471000663093e-13       5.245710436687e-18       9.504756100190e-10       5.359753114327e-11       1.114981786535e-13 
   12       9.747055729844e-11       8.834074011232e-16       1.291151338354e-13       6.207430169406e-18       8.324752939796e-10       4.758151280057e-11       1.046290773704e-13 
   13       9.845454954003e-11       7.840212683953e-16       1.226334550522e-13       7.251489951351e-18       7.354616695092e-10       4.270560233460e-11       7.453558644678e-14 
   14       9.957559393780e-11       6.901605000559e-16       1.244904286118e-13       8.378177907543e-18       6.546311814922e-10       3.868678766542e-11       3.462705909160e-14 
   15       1.008713693688e-10       6.444433848804e-16       1.314981945966e-13       9.587736512811e-18       5.864991413645e-10       3.522021943997e-11      -4.574453127034e-15 
   16       1.021949636130e-10       6.553581435420e-16       1.409606457705e-13       1.088035793361e-17       5.284846078393e-10       3.210331224323e-11      -3.600357632606e-14 
   17       1.036369384165e-10       6.986565304559e-16       1.509208344485e-13       1.225618156222e-17       4.786431875203e-10       2.936951085313e-11      -5.592817141687e-14 
   18       1.051514410896e-10       7.419621011193e-16       1.600478824579e-13       1.371529273339e-17       4.353128241024e-10       2.701109455517e-11      -6.381893903076e-14 
   19       1.067284741582e-10       7.782574072257e-16       1.679272137058e-13       1.525773006262e-17       3.978450521034e-10       2.496900759322e-11      -6.129463465536e-14 
   20       1.083456270948e-10       8.116059644654e-16       1.744887676253e-13       1.688347785774e-17       3.647937346730e-10       2.312054830303e-11      -5.162679125884e-14 
   21       1.100151037441e-10       8.593234797008e-16       1.801279296847e-13       1.859248775357e-17       3.356522041634e-10       2.143383735012e-11      -3.807405621799e-14 
   22       1.117329278036e-10       9.428658251727e-16       1.854826392096e-13       2.038466971432e-17       3.097407765281e-10       1.988788164089e-11      -2.434866093143e-14 
   23       1.134965691614e-10       1.065931319540e-15       1.910447678003e-13       2.225991797243e-17       2.867115341909e-10       1.850504071913e-11      -1.274991209166e-14 
   24       1.152854573978e-10       1.224810368475e-15       1.972565602263e-13       2.421810197753e-17       2.660380404521e-10       1.729931323511e-11      -5.060474145752e-15 
   25       1.170969531643e-10       1.414283254480e-15       2.042886890519e-13       2.625909686467e-17       2.474827299635e-10       1.623489694786e-11      -1.733566321418e-15 
   26       1.189222586285e-10       1.628264514263e-15       2.121317057228e-13       2.838277240678e-17       2.307158890028e-10       1.525259233026e-11      -2.489356198491e-15 
   27       1.207659722994e-10       1.865980869144e-15       2.204302602000e-13       3.058901980042e-17       2.155421816551e-10       1.434822348553e-11      -6.214668048638e-15 
   28       1.226287283389e-10       2.127738643037e-15       2.286603173412e-13       3.287774454668e-17       2.017059632113e-10       1.352716987569e-11      -1.135715343218e-14 
   29       1.245183005931e-10       2.412046985747e-15       2.364102488769e-13       3.524889783492e-17       1.891396879410e-10       1.278530075565e-11      -1.681816066807e-14 
   30       1.264341543975e-10       2.716247413475e-15       2.432285352875e-13       3.770245838074e-17       1.777109638928e-10       1.210686226545e-11      -2.142561136949e-14 
   31       1.283668781526e-10       3.037795057073e-15       2.486511288129e-13       4.023843225635e-17       1.671898220099e-10       1.147026259204e-11      -2.400509563899e-14 
   32       1.303209492485e-10       3.377925135049e-15       2.525294347732e-13       4.285687486356e-17       1.575243570347e-10       1.087299859851e-11      -2.442540962772e-14 
   33       1.322982131101e-10       3.739402113906e-15       2.548258298283e-13       4.555788409631e-17       1.486487395497e-10       1.031493193048e-11      -2.295281341910e-14 
   34       1.342944857165e-10       4.125469863353e-15       2.555528133890e-13       4.834159472695e-17       1.404416367306e-10       9.793198239812e-12      -2.001109985922e-14 
   35       1.363123163750e-10       4.539319557132e-15       2.548466091208e-13       5.120816389065e-17       1.328626603408e-10       9.308616192675e-12      -1.624416516391e-14 
   36       1.383511641772e-10       4.984500538827e-15       2.529264060795e-13       5.415778706050e-17       1.258524558973e-10       8.860922636598e-12      -1.249774557321e-14 
   37       1.404066543369e-10       5.464365173962e-15       2.500228595133e-13       5.719068495804e-17       1.193214900522e-10       8.447626219372e-12      -9.622112355818e-15 
   38       1.424823119118e-10       5.979565101122e-15       2.461831659668e-13       6.030703273753e-17       1.132540371249e-10       8.066909001485e-12      -7.804871206201e-15 
